task,project,sanitizer,crash_type,source_rev
htslib/arvo_18152,htslib,ASan,"heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors_format.inc:547:9 in printf_common(void*, char const*, __va_list_tag*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/arvo_18196,htslib,ASan,SEGV /src/htslib/vcf.c:2838:44 in vcf_format,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/arvo_20694,htslib,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/arvo_24097,htslib,UBSan,SEGV /src/htslib/vcf.c:2517:41 in vcf_parse_format,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/arvo_65383,htslib,ASan,heap-buffer-overflow /src/htslib/cram/cram_encode.c:3109:42 in cram_encode_aux,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/arvo_65820,htslib,ASan,heap-buffer-overflow /src/htslib/sam.c:4718:32 in bam_aux_get,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/oss-fuzz_372547397,htslib,ASan,heap-buffer-overflow /src/htslib/cram/cram_encode.c:2000:30 in cram_encode_container,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/oss-fuzz_418125747,htslib,ASan,SEGV /src/htslib/cram/cram_decode.c:2393:9 in cram_decode_slice,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
htslib/oss-fuzz_42536650,htslib,ASan,SEGV /src/htslib/cram/cram_encode.c:3487:29 in process_one_read,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_51102,hunspell,ASan,"heap-buffer-overflow /src/hunspell/src/hunspell/suggestmgr.cxx:622:29 in SuggestMgr::badcharkey_utf(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >&, w_char const*, int, int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_51124,hunspell,ASan,"heap-buffer-overflow /src/hunspell/src/hunspell/affixmgr.cxx:4827:29 in AffixMgr::redundant_condition(char, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_51498,hunspell,ASan,stack-buffer-overflow /src/hunspell/src/hunspell/hashmgr.cxx:705:11 in hash,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_51988,hunspell,ASan,"heap-buffer-overflow /src/hunspell/src/hunspell/affixmgr.cxx:1356:31 in AffixMgr::cpdcase_check(char const*, int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_52195,hunspell,ASan,"heap-buffer-overflow /src/hunspell/src/hunspell/affixmgr.cxx:1882:35 in AffixMgr::compound_check(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, short, short, short, short, hentry**, hentry**, char, char, int*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_52317,hunspell,ASan,ABRT (linux-gate.so.1+0x579) (BuildId: e10e640aaba1a78a4bea2e9ee9e38f17d43d9ca3),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_52430,hunspell,ASan,"heap-buffer-overflow /src/hunspell/src/hunspell/affixmgr.cxx:1070:19 in AffixMgr::isSubset(char const*, char const*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_52486,hunspell,ASan,"heap-buffer-overflow /src/hunspell/src/hunspell/affixmgr.cxx:1611:15 in AffixMgr::compound_check(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, short, short, short, short, hentry**, hentry**, char, char, int*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hunspell/arvo_58553,hunspell,ASan,double-free /src/llvm-project/compiler-rt/lib/asan/asan_new_delete.cpp:155:3 in operator delete[](void*),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
igraph/arvo_29408,igraph,ASan,heap-use-after-free /src/igraph/src/core/vector_ptr.c:264:15 in igraph_vector_ptr_size,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
igraph/arvo_47947,igraph,ASan,heap-buffer-overflow /src/igraph/src/graph/type_indexededgelist.c:350:30 in igraph_add_vertices,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
igraph/arvo_63622,igraph,ASan,SEGV /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_atomic_clang_x86.h:46:14 in atomic_load<__sanitizer::atomic_uint8_t>,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
igraph/arvo_66992,igraph,ASan,global-buffer-overflow /src/igraph/build/src/io/parsers/dl-lexer.c:3536:3 in igraph_dl_yylex,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
imagemagick/arvo_5710,imagemagick,MSan,use-of-uninitialized-value /src/imagemagick/./MagickCore/pixel-accessor.h:778:32 in SetPixelViaPixelInfo,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
irssi/arvo_31491,irssi,ASan,heap-buffer-overflow /work/Build/../../src/irssi/src/irc/core/irc.c:395:9 in unescape_tag,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
jq/arvo_64574,jq,ASan,heap-buffer-overflow /src/jq/src/decNumber/decNumber.c:3764:5 in decToString,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
json-c/arvo_23619,json-c,ASan,global-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:449:3 in strcmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
jsoncpp/arvo_18140,jsoncpp,ASan,heap-buffer-overflow /src/jsoncpp/src/lib_json/json_reader.cpp:1767:10 in getNextChar,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
jsoncpp/arvo_21916,jsoncpp,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:478:3 in strncmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kamailio/arvo_38050,kamailio,ASan,heap-buffer-overflow /src/kamailio/src/core/parser/parse_content.c:251:2 in parse_content_length,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kamailio/arvo_38080,kamailio,ASan,heap-buffer-overflow /src/kamailio/src/core/parser/parse_addr_spec.c:228:14 in parse_to_param,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kamailio/arvo_38307,kamailio,ASan,heap-buffer-overflow /src/kamailio/src/core/parser/parse_via.c:943:8 in parse_via_param,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kamailio/arvo_42238,kamailio,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:497:3 in strncmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kamailio/oss-fuzz_391689728,kamailio,ASan,heap-buffer-overflow /src/kamailio/src/core/parser/sdp/sdp_helpr_funcs.c:335:10 in extract_candidate,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kamailio/oss-fuzz_391975654,kamailio,ASan,heap-buffer-overflow /src/kamailio/src/core/parser/sdp/sdp_helpr_funcs.c:564:43 in extract_mediaip,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kamailio/oss-fuzz_447719691,kamailio,ASan,heap-use-after-free /src/kamailio/src/core/parser/parse_from.c:60:16 in parse_from_header,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
kmime/oss-fuzz_441263171,kmime,MSan,"use-of-uninitialized-value /src/kmime/src/headerparsing.cpp:1999:21 in KMime::HeaderParsing::parseDateTime(char const*&, char const*, QDateTime&, bool)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lcms/arvo_42227,lcms,ASan,global-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lcms/arvo_49386,lcms,ASan,heap-buffer-overflow /src/lcms/src/cmsintrp.c:767:22 in TetrahedralInterp16,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lcms/arvo_49455,lcms,ASan,heap-buffer-overflow /src/lcms/src/cmsintrp.c:767:22 in TetrahedralInterp16,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lcms/arvo_49461,lcms,ASan,heap-buffer-overflow /src/lcms/src/cmstypes.c:2081:19 in Write16bitTables,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lcms/arvo_49495,lcms,MSan,use-of-uninitialized-value /src/lcms/src/cmscnvrt.c:395:51 in ComputeConversion,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lcms/arvo_50414,lcms,ASan,heap-buffer-overflow /src/lcms/src/cmsplugin.c:289:40 in _cmsWriteUInt16Array,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
lcms/arvo_64166,lcms,ASan,heap-buffer-overflow /src/lcms/src/cmsps2.c:670:41 in WriteCLUT,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_21435,leptonica,ASan,heap-buffer-overflow /src/leptonica/src/tiffio.c:627:21 in pixReadFromTiffStream,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_22140,leptonica,ASan,heap-buffer-overflow /src/leptonica/src/colorquant1.c:3383:19 in pixFewColorsOctcubeQuantMixed,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_22295,leptonica,ASan,heap-buffer-overflow /src/leptonica/src/pix2.c:2635:34 in pixGetRGBComponentCmap,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_23433,leptonica,ASan,heap-buffer-overflow /src/leptonica/src/ccbord.c:1084:15 in findNextBorderPixel,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_23654,leptonica,ASan,heap-buffer-overflow /src/leptonica/src/tiffio.c:617:17 in pixReadFromTiffStream,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_27691,leptonica,MSan,use-of-uninitialized-value /src/leptonica/src/utils2.c:3163:9 in genPathname,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_28181,leptonica,MSan,use-of-uninitialized-value /src/leptonica/src/utils2.c:235:11 in stringNew,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_31179,leptonica,MSan,use-of-uninitialized-value /src/leptonica/src/flipdetect.c:481:9 in makeOrientDecision,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_44008,leptonica,ASan,heap-buffer-overflow /src/leptonica/src/pix3.c:3383:26 in pixCountArbInRect,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
leptonica/arvo_66279,leptonica,ASan,heap-use-after-free /src/leptonica/src/bmf.c:249:9 in bmfGetWidth,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libaom/arvo_10574,libaom,UBSan,undefined-behavior /src/aom/av1/common/av1_loopfilter.c:1326:51 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libarchive/arvo_38751,libarchive,ASan,heap-buffer-overflow /src/libarchive/libarchive/archive_read_support_format_rar5.c:1029:16 in read_bits_16,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libarchive/arvo_38764,libarchive,ASan,heap-buffer-overflow /src/libarchive/libarchive/archive_read_support_format_iso9660.c:1020:11 in read_children,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libarchive/arvo_38766,libarchive,ASan,SEGV (/lib/x86_64-linux-gnu/liblzma.so.5+0x14c31),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libarchive/arvo_46279,libarchive,ASan,heap-use-after-free /src/libarchive/libarchive/archive_read_support_format_rar.c:3351:30 in run_filters,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libarchive/oss-fuzz_416832167,libarchive,ASan,SEGV /src/libarchive/libarchive/archive_endian.h:119:20 in archive_le32dec,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libarchive/oss-fuzz_42536661,libarchive,ASan,heap-use-after-free /src/libarchive/libarchive/archive_read.c:884:5 in archive_read_data,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_27856,libavc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_55964,libavc,ASan,heap-buffer-overflow /src/libavc/decoder/ih264d_bitstrm.c:94:9 in ih264d_get_bits_h264,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_57333,libavc,MSan,"use-of-uninitialized-value /src/libavc/fuzzer/avc_enc_fuzzer.cpp:965:13 in Codec::encodeFrames(unsigned char const*, unsigned long)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_58190,libavc,ASan,heap-buffer-overflow /src/libavc/decoder/ih264d_bitstrm.c:94:9 in ih264d_get_bits_h264,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_58278,libavc,ASan,heap-use-after-free /src/libavc/common/x86/ih264_inter_pred_filters_ssse3.c:650:24 in ih264_inter_pred_luma_vert_ssse3,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_59543,libavc,ASan,SEGV /src/libavc/encoder/ih264e_cabac.c:405:17 in ih264e_cabac_put_byte,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_62290,libavc,ASan,SEGV (<unknown module>),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_64286,libavc,ASan,heap-buffer-overflow /src/libavc/decoder/ih264d_parse_cavlc.c:139:9 in ih264d_sev,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/arvo_65418,libavc,ASan,heap-buffer-overflow /src/libavc/decoder/ih264d_bitstrm.c:94:9 in ih264d_get_bits_h264,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/oss-fuzz_42536279,libavc,ASan,heap-buffer-overflow /src/libavc/decoder/ih264d_format_conv.c:497:9 in ih264d_fmt_conv_420sp_to_420sp_swap_uv,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/oss-fuzz_42538616,libavc,ASan,heap-buffer-overflow /src/libavc/decoder/ih264d_parse_cabac.c:369:37 in ih264d_read_coeff4x4_cabac,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libavc/oss-fuzz_434978682,libavc,ASan,heap-buffer-overflow /src/libavc/decoder/svc/isvcd_parse_epslice.c:2827:46 in isvcd_mark_err_slice_skip,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libbpf/arvo_40317,libbpf,ASan,SEGV /src/libbpf/src/libbpf.c:3828:33 in bpf_object__section_to_libbpf_map_type,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libbpf/arvo_40363,libbpf,ASan,global-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libbpf/arvo_40769,libbpf,ASan,SEGV /src/libbpf/src/libbpf.c:2014:12 in bpf_object__init_user_maps,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libcoap/arvo_26371,libcoap,unknown,unknown,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libcoap/arvo_44503,libcoap,unknown,unknown,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libconfig/oss-fuzz_391975647,libconfig,ASan,SEGV /src/libconfig/fuzz/fuzz_data.c:16:33 in fuzz_data_path,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libconfig/oss-fuzz_396172337,libconfig,ASan,SEGV /src/libconfig/fuzz/fuzz_data.c:8:36 in fuzz_data_content,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_40674,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_elf_load_headers.c:1790:26 in read_gs_section_group,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_47150,libdwarf,ASan,global-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_debuglink.c:81:10 in is_full_path,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_56450,libdwarf,ASan,stack-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_query.c:1168:5 in dwarf_dietype_offset,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_56454,libdwarf,ASan,stack-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_query.c:1923:22 in dwarf_get_version_of_die,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_56474,libdwarf,UBSan,SEGV /src/libdwarf/src/lib/libdwarf/dwarf_query.c:1297:5 in dwarf_highpc_b,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_56895,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_die_deliv.c:841:9 in _dwarf_make_CU_Context,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_57429,libdwarf,ASan,bad-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:52:3 in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_57442,libdwarf,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_57887,libdwarf,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_59091,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_line_table_reader_common.h:970:32 in _dwarf_read_line_table_header,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_59576,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_frame2.c in _dwarf_gnu_aug_encodings,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_59602,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_locationop_read.c:700:20 in _dwarf_read_loc_expr_op,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_59699,libdwarf,ASan,SEGV (/lib/x86_64-linux-gnu/libc.so.6+0xbbc23) (BuildId: 87b331c034a6458c64ce09c03939e947212e18ce),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_59775,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_locationop_read.c:71:22 in read_encoded_addr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_59950,libdwarf,ASan,SEGV /src/libdwarf/src/lib/libdwarf/dwarf_frame.c in _dwarf_exec_frame_instr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_60090,libdwarf,ASan,SEGV /src/libdwarf/src/lib/libdwarf/dwarf_frame.c in _dwarf_exec_frame_instr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_60506,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_line_table_reader_common.h:1229:18 in read_line_table_program,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_62547,libdwarf,ASan,heap-use-after-free /src/libdwarf/src/lib/libdwarf/dwarf_alloc.c:872:33 in dwarf_dealloc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_62943,libdwarf,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_63024,libdwarf,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/arvo_66646,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_form.c:706:18 in dwarf_global_formref_b,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/oss-fuzz_383170474,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_debugnames.c:859:17 in dwarf_dnames_header,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/oss-fuzz_385742125,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_leb.c:260:16 in dwarf_decode_leb128,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/oss-fuzz_394644267,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_memcpy_swap.c:71:20 in _dwarf_memcpy_swap_bytes,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libdwarf/oss-fuzz_437060549,libdwarf,ASan,heap-buffer-overflow /src/libdwarf/src/lib/libdwarf/dwarf_memcpy_swap.c:49:5 in _dwarf_memcpy_noswap_bytes,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libexif/arvo_37211,libexif,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:449:5 in strcmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libexif/arvo_40617,libexif,ASan,"heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:860:7 in MemcmpInterceptorCommon(void*, int (*)(void const*, void const*, unsigned long), void const*, void const*, unsigned long)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libexif/arvo_46917,libexif,ASan,heap-buffer-overflow /src/libexif/libexif/exif-utils.c:137:36 in exif_get_slong,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libgit2/arvo_11167,libgit2,ASan,heap-buffer-overflow /src/libgit2/src/tree.c:367:14 in parse_mode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libgit2/arvo_11382,libgit2,ASan,heap-buffer-overflow /src/libgit2/src/util.c:133:7 in git__strntol64,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libgit2/arvo_18356,libgit2,ASan,heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/asan_interceptors.cpp:450:5 in strdup,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libgit2/arvo_18882,libgit2,ASan,heap-buffer-overflow /src/libgit2/src/buffer.c:431:9 in git_buf_decode_base85,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libheif/arvo_22094,libheif,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libheif/arvo_59814,libheif,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libheif/arvo_61718,libheif,ASan,heap-buffer-overflow /src/libheif/libheif/context.cc:982:42 in HeifContext::interpret_heif_file(),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libheif/oss-fuzz_42536646,libheif,ASan,"heap-buffer-overflow /src/libheif/libheif/codecs/mask_image.cc:115:5 in MaskImageCodec::decode_mask_image(HeifContext const*, unsigned int, std::__1::shared_ptr<HeifPixelImage>&, std::__1::vector<unsigned char, std::__1::allocator<unsigned char>> const&)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libheif/oss-fuzz_42536679,libheif,unknown,unknown,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libhevc/arvo_23197,libhevc,MSan,use-of-uninitialized-value /src/libhevc/common/x86/ihevc_inter_pred_filters_ssse3_intr.c:3558:17 in ihevc_inter_pred_chroma_copy_ssse3,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libical/arvo_47986,libical,ASan,stack-buffer-overflow /src/libical/src/libical/icalvalue.c in simple_str_to_doublestr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libical/oss-fuzz_392948871,libical,ASan,heap-use-after-free /src/libical/src/libical/icaltypes.c:172:9 in icalreqstattype_as_string_r,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libical/oss-fuzz_42536107,libical,MSan,use-of-uninitialized-value /src/libical/src/libical/icalmemory.c:257:10 in icalmemory_strdup,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libical/oss-fuzz_42536390,libical,ASan,heap-use-after-free /src/libical/src/libical/icaltypes.c:172:9 in icalreqstattype_as_string_r,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libidn2/arvo_12420,libidn2,ASan,heap-buffer-overflow /src/llvm/projects/compiler-rt/lib/asan/asan_interceptors.cc:433 in strcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libjpeg-turbo/arvo_33340,libjpeg-turbo,ASan,heap-buffer-overflow /src/libjpeg-turbo/jdhuff.c:693:9 in decode_mcu_fast,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libjxl/oss-fuzz_432441297,libjxl,ASan,heap-buffer-overflow /src/libjxl/lib/jxl/enc_patch_dictionary.cc:368:12 in FindTextLikePatches,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libjxl/oss-fuzz_450328034,libjxl,ASan,"global-buffer-overflow /src/libjxl/third_party/highway/hwy/ops/x86_128-inl.h:2110:24 in LoadU<hwy::N_SSE4::Simd<float, 4UL, 0>, nullptr, nullptr>",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libjxl/oss-fuzz_454749502,libjxl,ASan,"global-buffer-overflow /src/libjxl/third_party/highway/hwy/ops/x86_256-inl.h:3517:24 in LoadDup128<hwy::N_AVX2::Simd<float, 8UL, 0>, nullptr, nullptr>",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
liblouis/arvo_60723,liblouis,ASan,negative-size-param /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libpcap/arvo_48863,libpcap,ASan,heap-buffer-overflow /src/libpcap/pcap-common.c:1853:17 in fixup_pcap_pkthdr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libphonenumber/oss-fuzz_413161357,libphonenumber,ASan,heap-buffer-overflow /src/libphonenumber/cpp/src/phonenumbers/utf/unicodetext.cc:478:30 in i18n::phonenumbers::UnicodeText::const_iterator::operator--(),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libplist/arvo_44089,libplist,ASan,"heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:3440:3 in StrtolFixAndCheck(void*, char const*, char**, char*, int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libplist/arvo_44199,libplist,ASan,heap-buffer-overflow /src/libplist/src/jplist.c:619:23 in parse_object,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
libplist/arvo_44695,libplist,ASan,heap-buffer-overflow /src/libplist/src/jplist.c:493:134 in parse_primitive,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
